species,longitude,latitude,Combined,Point_X,Point_Y,Month,Same?,
Ixodes pacificus,-119.91997,37.55522,-119.91997+37.55522,7061.336897,-51261.50956,Feb,0,
Ixodes pacificus,-119.9611,37.5001,-119.9611+37.5001,3435.383613,-57391.1915,Feb,0,
Ixodes pacificus,-119.9611,37.5001,-119.9611+37.5001,3435.383613,-57391.1915,Feb,1,
Ixodes pacificus,-120.00586,37.60566,-120.00586+37.60566,-515.489541,-45657.28958,Feb,0,
Ixodes pacificus,-120.076,34.531,-120.076+34.531,-6972.865601,-387248.3233,Feb,0,
Ixodes pacificus,-120.398,38.0385,-120.398+38.0385,-34884.60187,2533.270017,Feb,0,
Ixodes pacificus,-120.398,38.0385,-120.398+38.0385,-34884.60187,2533.270017,Feb,1,
Ixodes pacificus,-120.471385,38.051254,-120.471385+38.051254,-41309.88891,3980.560987,Feb,0,
Ixodes pacificus,-120.471385,38.051254,-120.471385+38.051254,-41309.88891,3980.560987,Feb,1,
Ixodes pacificus,-120.4746,38.053,-120.4746+38.053,-41590.66961,4176.060703,Feb,0,
Ixodes pacificus,-120.4746,38.053,-120.4746+38.053,-41590.66961,4176.060703,Feb,1,
Ixodes pacificus,-120.4746,38.053,-120.4746+38.053,-41590.66961,4176.060703,Feb,1,
Ixodes pacificus,-120.500466,38.446001,-120.500466+38.446001,-43626.81708,47874.7836,Feb,0,
Ixodes pacificus,-120.52197,38.36904,-120.52197+38.36904,-45548.50186,39329.88093,Feb,0,
Ixodes pacificus,-120.64135,38.42499,-120.64135+38.42499,-55923.96175,45613.17767,Feb,0,
Ixodes pacificus,-120.64135,38.42499,-120.64135+38.42499,-55923.96175,45613.17767,Feb,1,
Ixodes pacificus,-120.64135,38.425,-120.64135+38.425,-55923.95423,45614.28926,Feb,0,
Ixodes pacificus,-120.64135,38.425,-120.64135+38.425,-55923.95423,45614.28926,Feb,1,
Ixodes pacificus,-120.6675,38.06777,-120.6675+38.06777,-58483.75444,5919.767169,Feb,0,
Ixodes pacificus,-120.6707,35.4894,-120.6707+35.4894,-60791.24936,-280624.6743,Feb,0,
Ixodes pacificus,-120.7437,35.3288,-120.7437+35.3288,-67547.77256,-298411.9645,Feb,0,
Ixodes pacificus,-120.839,38.907,-120.839+38.907,-72684.32298,99323.81001,Feb,0,
Ixodes pacificus,-120.839,38.907,-120.839+38.907,-72684.32298,99323.81001,Feb,1,
Ixodes pacificus,-120.839,38.907,-120.839+38.907,-72684.32298,99323.81001,Feb,1,
Ixodes pacificus,-120.839,38.907,-120.839+38.907,-72684.32298,99323.81001,Feb,1,
Ixodes pacificus,-120.8477,38.6827,-120.8477+38.6827,-73660.92621,74400.0818,Feb,0,
Ixodes pacificus,-120.9,39.96972,-120.9+39.96972,-76847.80481,217458.9063,Feb,0,
Ixodes pacificus,-120.92211,38.8146,-120.92211+38.8146,-79984.09731,89120.90589,Feb,0,
Ixodes pacificus,-120.9444,36.3989,-120.9444+36.3989,-84592.23814,-179369.751,Feb,0,
Ixodes pacificus,-120.94631,38.82447,-120.94631+38.82447,-82072.22337,90238.59999,Feb,0,
Ixodes pacificus,-120.94631,38.82447,-120.94631+38.82447,-82072.22337,90238.59999,Feb,1,
Ixodes pacificus,-120.94631,38.82447,-120.94631+38.82447,-82072.22337,90238.59999,Feb,1,
Ixodes pacificus,-120.95361,38.975,-120.95361+38.975,-82537.0467,106975.3007,Feb,0,
Ixodes pacificus,-120.95361,38.975,-120.95361+38.975,-82537.0467,106975.3007,Feb,1,
Ixodes pacificus,-121.02472,39.91055,-121.02472+39.91055,-87568.01312,210994.098,Feb,0,
Ixodes pacificus,-121.030821,39.122,-121.030821+39.122,-89042.03296,123382.2791,Feb,0,
Ixodes pacificus,-121.04297,38.77411,-121.04297+38.77411,-90516.78742,84729.26874,Feb,0,
Ixodes pacificus,-121.04297,38.77411,-121.04297+38.77411,-90516.78742,84729.26874,Feb,1,
Ixodes pacificus,-121.04297,38.77411,-121.04297+38.77411,-90516.78742,84729.26874,Feb,1,
Ixodes pacificus,-121.0442,38.7706,-121.0442+38.7706,-90627.82997,84340.32058,Feb,0,
Ixodes pacificus,-121.0442,38.7706,-121.0442+38.7706,-90627.82997,84340.32058,Feb,1,
Ixodes pacificus,-121.0442,38.7706,-121.0442+38.7706,-90627.82997,84340.32058,Feb,1,
Ixodes pacificus,-121.0442,38.7706,-121.0442+38.7706,-90627.82997,84340.32058,Feb,1,
Ixodes pacificus,-121.046907,38.774729,-121.046907+38.774729,-90857.70056,84801.83409,Feb,0,
Ixodes pacificus,-121.04812,38.77159,-121.04812+38.77159,-90966.8271,84454.10952,Feb,0,
Ixodes pacificus,-121.04812,38.77159,-121.04812+38.77159,-90966.8271,84454.10952,Feb,1,
Ixodes pacificus,-121.04812,38.77159,-121.04812+38.77159,-90966.8271,84454.10952,Feb,1,
Ixodes pacificus,-121.0902,38.1908,-121.0902+38.1908,-95361.21908,19938.90059,Feb,0,
Ixodes pacificus,-121.09733,39.2922,-121.09733+39.2922,-94567.96212,142360.8185,Feb,0,
Ixodes pacificus,-121.108157,39.427476,-121.108157+39.427476,-95325.29583,157403.6358,Feb,0,
Ixodes pacificus,-121.108157,39.427476,-121.108157+39.427476,-95325.29583,157403.6358,Feb,1,
Ixodes pacificus,-121.108157,39.427476,-121.108157+39.427476,-95325.29583,157403.6358,Feb,1,
Ixodes pacificus,-121.1828,36.4893,-121.1828+36.4893,-105820.2737,-169084.601,Feb,0,
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488,Feb,0,
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488,Feb,1,
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488,Feb,1,
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488,Feb,1,
Ixodes pacificus,-121.1871,38.6493,-121.1871+38.6493,-103198.7171,71004.24488,Feb,1,
Ixodes pacificus,-121.1947,39.2916,-121.1947+39.2916,-102959.8281,142395.5774,Feb,0,
Ixodes pacificus,-121.211395,38.648568,-121.211395+38.648568,-105311.7145,70949.60074,Feb,0,
Ixodes pacificus,-121.211395,38.648568,-121.211395+38.648568,-105311.7145,70949.60074,Feb,1,
Ixodes pacificus,-121.239622,39.283504,-121.239622+39.283504,-106842.817,141545.6312,Feb,0,
Ixodes pacificus,-121.239622,39.283504,-121.239622+39.283504,-106842.817,141545.6312,Feb,1,
Ixodes pacificus,-121.265316,39.277861,-121.265316+39.277861,-109065.6411,140947.8227,Feb,0,
Ixodes pacificus,-121.265316,39.277861,-121.265316+39.277861,-109065.6411,140947.8227,Feb,1,
Ixodes pacificus,-121.265316,39.277861,-121.265316+39.277861,-109065.6411,140947.8227,Feb,1,
Ixodes pacificus,-121.269178,39.271417,-121.269178+39.271417,-109408.1015,140236.1976,Feb,0,
Ixodes pacificus,-121.34611,39.69055,-121.34611+39.69055,-115378.3235,186897.6263,Feb,0,
Ixodes pacificus,-121.3727,39.2751,-121.3727+39.2751,-118325.6679,140769.7926,Feb,0,
Ixodes pacificus,-121.4462,39.532686,-121.4462+39.532686,-124224.2748,169485.1189,Feb,0,
Ixodes pacificus,-121.44802,39.53345,-121.44802+39.53345,-124379.3001,169572.3898,Feb,0,
Ixodes pacificus,-121.45,39.5223,-121.45+39.5223,-124568.3108,168336.1575,Feb,0,
Ixodes pacificus,-121.453119,39.523286,-121.453119+39.523286,-124834.5638,168449.8107,Feb,0,
Ixodes pacificus,-121.4915,37.6236,-121.4915+37.6236,-131453.2605,-42628.9756,Feb,0,
Ixodes pacificus,-121.4915,37.6236,-121.4915+37.6236,-131453.2605,-42628.9756,Feb,1,
Ixodes pacificus,-121.4915,37.6236,-121.4915+37.6236,-131453.2605,-42628.9756,Feb,1,
Ixodes pacificus,-121.4915,37.6236,-121.4915+37.6236,-131453.2605,-42628.9756,Feb,1,
Ixodes pacificus,-121.49899,39.52091,-121.49899+39.52091,-128779.1365,168247.1763,Feb,0,
Ixodes pacificus,-121.5625,40.51833,-121.5625+40.51833,-132408.9621,279117.6825,Feb,0,
Ixodes pacificus,-121.6048,37.6526,-121.6048+37.6526,-141383.549,-39242.56574,Feb,0,
Ixodes pacificus,-121.605,37.651,-121.605+37.651,-141404.1784,-39420.10768,Feb,0,
Ixodes pacificus,-121.605,37.651,-121.605+37.651,-141404.1784,-39420.10768,Feb,1,
Ixodes pacificus,-121.605,37.651,-121.605+37.651,-141404.1784,-39420.10768,Feb,1,
Ixodes pacificus,-121.689,37.583,-121.689+37.583,-148938.7265,-46849.61827,Feb,0,
Ixodes pacificus,-121.82318,37.50366,-121.82318+37.50366,-160939.2145,-55448.65869,Feb,0,
Ixodes pacificus,-121.82857,37.51488,-121.82857+37.51488,-161390.9008,-54192.46033,Feb,0,
Ixodes pacificus,-121.8344,37.5157,-121.8344+37.5157,-161903.6367,-54091.38216,Feb,0,
Ixodes pacificus,-121.895248,36.99705,-121.895248+36.99705,-168425.8203,-111627.3763,Feb,0,
Ixodes pacificus,-121.9036,37.0011,-121.9036+37.0011,-169158.9084,-111162.4238,Feb,0,
Ixodes pacificus,-121.9036,37.0011,-121.9036+37.0011,-169158.9084,-111162.4238,Feb,1,
Ixodes pacificus,-121.9036,37.0011,-121.9036+37.0011,-169158.9084,-111162.4238,Feb,1,
Ixodes pacificus,-121.9036,37.0011,-121.9036+37.0011,-169158.9084,-111162.4238,Feb,1,
Ixodes pacificus,-121.9051,37.0145,-121.9051+37.0145,-169262.2578,-109670.5814,Feb,0,
Ixodes pacificus,-121.9111,41.0208,-121.9111+41.0208,-160822.1865,335430.1,Feb,0,
Ixodes pacificus,-121.919038,37.191536,-121.919038+37.191536,-170102.1528,-89970.89218,Feb,0,
Ixodes pacificus,-121.919038,37.191536,-121.919038+37.191536,-170102.1528,-89970.89218,Feb,1,
Ixodes pacificus,-122.006,36.995,-122.006+36.995,-178271.5249,-111652.6927,Feb,0,
Ixodes pacificus,-122.010086,38.336211,-122.010086+38.336211,-175473.8179,37415.35659,Feb,0,
Ixodes pacificus,-122.049,37.6266,-122.049+37.6266,-180575.095,-41378.12187,Feb,0,
Ixodes pacificus,-122.067611,37.226826,-122.067611+37.226826,-183184.089,-85772.12789,Feb,0,
Ixodes pacificus,-122.067611,37.226826,-122.067611+37.226826,-183184.089,-85772.12789,Feb,1,
Ixodes pacificus,-122.067611,37.226826,-122.067611+37.226826,-183184.089,-85772.12789,Feb,1,
Ixodes pacificus,-122.078889,37.0175,-122.078889+37.0175,-184693.2952,-109012.7808,Feb,0,
Ixodes pacificus,-122.078889,37.0175,-122.078889+37.0175,-184693.2952,-109012.7808,Feb,1,
Ixodes pacificus,-122.078889,37.0175,-122.078889+37.0175,-184693.2952,-109012.7808,Feb,1,
Ixodes pacificus,-122.09555,38.50722,-122.09555+38.50722,-182513.2636,56581.90986,Feb,0,
Ixodes pacificus,-122.09555,38.50722,-122.09555+38.50722,-182513.2636,56581.90986,Feb,1,
Ixodes pacificus,-122.1023,37.7194,-122.1023+37.7194,-185042.8736,-30961.59665,Feb,0,
Ixodes pacificus,-122.1023,37.7194,-122.1023+37.7194,-185042.8736,-30961.59665,Feb,1,
Ixodes pacificus,-122.124217,37.9556981,-122.124217+37.9556981,-186383.1779,-4656.682419,Feb,0,
Ixodes pacificus,-122.15023,40.52259,-122.15023+40.52259,-182196.5432,280565.7823,Feb,0,
Ixodes pacificus,-122.154322,37.273131,-122.154322+37.273131,-190748.223,-80455.12914,Feb,0,
Ixodes pacificus,-122.154794,37.310448,-122.154794+37.310448,-190695.7366,-76307.05127,Feb,0,
Ixodes pacificus,-122.154794,37.310448,-122.154794+37.310448,-190695.7366,-76307.05127,Feb,1,
Ixodes pacificus,-122.178762,37.330788,-122.178762+37.330788,-192764.5513,-73998.14283,Feb,0,
Ixodes pacificus,-122.178762,37.330788,-122.178762+37.330788,-192764.5513,-73998.14283,Feb,1,
Ixodes pacificus,-122.19149,38.187753,-122.19149+38.187753,-191688.6173,21267.42932,Feb,0,
Ixodes pacificus,-122.223461,37.882603,-122.223461+37.882603,-195280.0913,-12580.54178,Feb,0,
Ixodes pacificus,-122.224478,37.373201,-122.224478+37.373201,-196697.9234,-69190.791,Feb,0,
Ixodes pacificus,-122.224478,37.373201,-122.224478+37.373201,-196697.9234,-69190.791,Feb,1,
Ixodes pacificus,-122.234,37.362,-122.234+37.362,-197569.0856,-70415.77929,Feb,0,
Ixodes pacificus,-122.234,37.362,-122.234+37.362,-197569.0856,-70415.77929,Feb,1,
Ixodes pacificus,-122.234,37.362,-122.234+37.362,-197569.0856,-70415.77929,Feb,1,
Ixodes pacificus,-122.23777,40.87472,-122.23777+40.87472,-188690.1356,319821.5549,Feb,0,
Ixodes pacificus,-122.24055,40.88027,-122.24055+40.88027,-188909.9467,320442.9998,Feb,0,
Ixodes pacificus,-122.241955,37.406028,-122.241955+37.406028,-198156.7531,-65506.26505,Feb,0,
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038,Feb,0,
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038,Feb,1,
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038,Feb,1,
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038,Feb,1,
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038,Feb,1,
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038,Feb,1,
Ixodes pacificus,-122.2428,38.8298,-122.2428+38.8298,-194487.7136,92721.96038,Feb,1,
Ixodes pacificus,-122.2449,37.8324,-122.2449+37.8324,-197294.8104,-18115.51826,Feb,0,
Ixodes pacificus,-122.24581,37.90472,-122.24581+37.90472,-197184.3495,-10076.28846,Feb,0,
Ixodes pacificus,-122.24581,37.90472,-122.24581+37.90472,-197184.3495,-10076.28846,Feb,1,
Ixodes pacificus,-122.24581,37.90472,-122.24581+37.90472,-197184.3495,-10076.28846,Feb,1,
Ixodes pacificus,-122.24581,37.90472,-122.24581+37.90472,-197184.3495,-10076.28846,Feb,1,
Ixodes pacificus,-122.24581,37.90472,-122.24581+37.90472,-197184.3495,-10076.28846,Feb,1,
Ixodes pacificus,-122.24635,37.90053,-122.24635+37.90053,-197242.7886,-10540.82383,Feb,0,
Ixodes pacificus,-122.24635,37.90053,-122.24635+37.90053,-197242.7886,-10540.82383,Feb,1,
Ixodes pacificus,-122.246993,40.940079,-122.246993+40.940079,-189295.7545,327092.9055,Feb,0,
Ixodes pacificus,-122.247,37.361,-122.247+37.361,-198721.1977,-70499.74121,Feb,0,
Ixodes pacificus,-122.247,37.361,-122.247+37.361,-198721.1977,-70499.74121,Feb,1,
Ixodes pacificus,-122.24739,40.94267,-122.24739+40.94267,-189322.3766,327381.2144,Feb,0,
Ixodes pacificus,-122.24739,40.94267,-122.24739+40.94267,-189322.3766,327381.2144,Feb,1,
Ixodes pacificus,-122.24888,40.92638,-122.24888+40.92638,-189490.7592,325576.5224,Feb,0,
Ixodes pacificus,-122.2501,37.902,-122.2501+37.902,-197568.1229,-10369.64633,Feb,0,
Ixodes pacificus,-122.2504,37.9059,-122.2504+37.9059,-197584.1694,-9935.592315,Feb,0,
Ixodes pacificus,-122.2527,40.8705,-122.2527+40.8705,-189959.9432,319383.0547,Feb,0,
Ixodes pacificus,-122.25296,38.27978,-122.25296+38.27978,-196821.3246,31620.72093,Feb,0,
Ixodes pacificus,-122.25305,40.94194,-122.25305+40.94194,-189801.0193,327311.5252,Feb,0,
Ixodes pacificus,-122.25305,40.94194,-122.25305+40.94194,-189801.0193,327311.5252,Feb,1,
Ixodes pacificus,-122.25456,37.9457,-122.25456+37.9457,-197844.1453,-5503.723963,Feb,0,
Ixodes pacificus,-122.2547,37.91722,-122.2547+37.91722,-197931.7145,-8668.568917,Feb,0,
Ixodes pacificus,-122.25623,37.91762,-122.25623+37.91762,-198064.9448,-8620.919475,Feb,0,
Ixodes pacificus,-122.2586,37.901,-122.2586+37.901,-198316.9695,-10463.03533,Feb,0,
Ixodes pacificus,-122.265,37.90277,-122.265+37.90277,-198874.1194,-10252.91976,Feb,0,
Ixodes pacificus,-122.26763,40.4675,-122.26763+40.4675,-192288.774,274681.849,Feb,0,
Ixodes pacificus,-122.26763,40.4675,-122.26763+40.4675,-192288.774,274681.849,Feb,1,
Ixodes pacificus,-122.26879,37.9127,-122.26879+37.9127,-199180.418,-9141.391726,Feb,0,
Ixodes pacificus,-122.26879,37.9127,-122.26879+37.9127,-199180.418,-9141.391726,Feb,1,
Ixodes pacificus,-122.270601,37.975175,-122.270601+37.975175,-199173.0634,-2194.429118,Feb,0,
Ixodes pacificus,-122.2868,38.2975,-122.2868+38.2975,-199729.5681,33660.75281,Feb,0,
Ixodes pacificus,-122.31973,40.7987,-122.31973+40.7987,-195806.1992,311551.2086,Feb,0,
Ixodes pacificus,-122.32111,40.80027,-122.32111+40.80027,-195918.3945,311728.2992,Feb,0,
Ixodes pacificus,-122.34055,40.775,-122.34055+40.775,-197628.1968,308964.1391,Feb,0,
Ixodes pacificus,-122.34055,40.775,-122.34055+40.775,-197628.1968,308964.1391,Feb,1,
Ixodes pacificus,-122.34055,40.775,-122.34055+40.775,-197628.1968,308964.1391,Feb,1,
Ixodes pacificus,-122.35,40.16666,-122.35+40.16666,-200100.2378,241450.6494,Feb,0,
Ixodes pacificus,-122.36944,40.88722,-122.36944+40.88722,-199755.7749,321478.4479,Feb,0,
Ixodes pacificus,-122.36944,40.88722,-122.36944+40.88722,-199755.7749,321478.4479,Feb,1,
Ixodes pacificus,-122.4211,41.4516,-122.4211+41.4516,-202510.8729,384198.0213,Feb,0,
Ixodes pacificus,-122.4426,38.5618,-122.4426+38.5618,-212577.4868,63370.38799,Feb,0,
Ixodes pacificus,-122.4426,38.5618,-122.4426+38.5618,-212577.4868,63370.38799,Feb,1,
Ixodes pacificus,-122.44692,40.60805,-122.44692+40.60805,-207086.1575,290661.4128,Feb,0,
Ixodes pacificus,-122.4783,37.8355,-122.4783+37.8355,-217794.0118,-17260.07183,Feb,0,
Ixodes pacificus,-122.4783,37.8355,-122.4783+37.8355,-217794.0118,-17260.07183,Feb,1,
Ixodes pacificus,-122.4783,37.8355,-122.4783+37.8355,-217794.0118,-17260.07183,Feb,1,
Ixodes pacificus,-122.4783,37.8355,-122.4783+37.8355,-217794.0118,-17260.07183,Feb,1,
Ixodes pacificus,-122.48621,38.29981,-122.48621+38.29981,-217135.6102,34355.85637,Feb,0,
Ixodes pacificus,-122.48621,38.29981,-122.48621+38.29981,-217135.6102,34355.85637,Feb,1,
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591,Feb,0,
Ixodes pacificus,-122.497,38.009,-122.497+38.009,-218929.0858,2063.80591,Feb,1,
Ixodes pacificus,-122.5081,38.53918,-122.5081+38.53918,-218343.1256,61005.68227,Feb,0,
Ixodes pacificus,-122.5085,38.5433,-122.5085+38.5433,-218365.8238,61464.41935,Feb,0,
Ixodes pacificus,-122.5085,38.5433,-122.5085+38.5433,-218365.8238,61464.41935,Feb,1,
Ixodes pacificus,-122.52777,37.82166,-122.52777+37.82166,-222181.4736,-18683.29793,Feb,0,
Ixodes pacificus,-122.5302,37.8426,-122.5302+37.8426,-222332.8953,-16350.59479,Feb,0,
Ixodes pacificus,-122.533248,37.862009,-122.533248+37.862009,-222543.0215,-14186.57426,Feb,0,
Ixodes pacificus,-122.533248,37.862009,-122.533248+37.862009,-222543.0215,-14186.57426,Feb,1,
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672,Feb,0,
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672,Feb,1,
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672,Feb,1,
Ixodes pacificus,-122.5417,38.343,-122.5417+38.343,-221852.0637,39283.78672,Feb,1,
Ixodes pacificus,-122.5992,38.6834,-122.5992+38.6834,-225832.5004,77244.40652,Feb,0,
Ixodes pacificus,-122.5992,38.6834,-122.5992+38.6834,-225832.5004,77244.40652,Feb,1,
Ixodes pacificus,-122.639072,38.400772,-122.639072+38.400772,-230170.3181,45935.6029,Feb,0,
Ixodes pacificus,-122.67004,40.64205,-122.67004+40.64205,-225858.1223,294944.5724,Feb,0,
Ixodes pacificus,-122.67004,40.64205,-122.67004+40.64205,-225858.1223,294944.5724,Feb,1,
Ixodes pacificus,-122.7238,39.6475,-122.7238+39.6475,-233577.7232,184650.7497,Feb,0,
Ixodes pacificus,-122.77068,40.78626,-122.77068+40.78626,-233901.0749,311192.621,Feb,0,
Ixodes pacificus,-122.77467,39.04323,-122.77467+39.04323,-239903.8133,117654.3694,Feb,0,
Ixodes pacificus,-122.77774,40.77433,-122.77774+40.77433,-234535.7112,309886.208,Feb,0,
Ixodes pacificus,-122.77774,40.77433,-122.77774+40.77433,-234535.7112,309886.208,Feb,1,
Ixodes pacificus,-122.7867,40.71709,-122.7867+40.71709,-235478.784,303556.3878,Feb,0,
Ixodes pacificus,-122.7867,40.71709,-122.7867+40.71709,-235478.784,303556.3878,Feb,1,
Ixodes pacificus,-122.790574,37.970337,-122.790574+37.970337,-244788.3078,-1514.614392,Feb,0,
Ixodes pacificus,-122.790574,37.970337,-122.790574+37.970337,-244788.3078,-1514.614392,Feb,1,
Ixodes pacificus,-122.80578,40.74586,-122.80578+40.74586,-236996.0884,306796.62,Feb,0,
Ixodes pacificus,-122.80578,40.74586,-122.80578+40.74586,-236996.0884,306796.62,Feb,1,
Ixodes pacificus,-122.80759,40.73165,-122.80759+40.73165,-237195.6409,305224.2377,Feb,0,
Ixodes pacificus,-122.80759,40.73165,-122.80759+40.73165,-237195.6409,305224.2377,Feb,1,
Ixodes pacificus,-122.81352,39.0178,-122.81352+39.0178,-243345.7654,114928.2251,Feb,0,
Ixodes pacificus,-122.88416,38.38277,-122.88416+38.38277,-251600.6651,44558.0176,Feb,0,
Ixodes pacificus,-122.88416,38.38277,-122.88416+38.38277,-251600.6651,44558.0176,Feb,1,
Ixodes pacificus,-122.91273,40.67728,-122.91273+40.67728,-246260.9779,299458.6816,Feb,0,
Ixodes pacificus,-122.91273,40.67728,-122.91273+40.67728,-246260.9779,299458.6816,Feb,1,
Ixodes pacificus,-122.9504,40.6479,-122.9504+40.6479,-249546.3314,296296.73,Feb,0,
Ixodes pacificus,-122.9504,40.6479,-122.9504+40.6479,-249546.3314,296296.73,Feb,1,
Ixodes pacificus,-122.97444,38.90444,-122.97444+38.90444,-257654.8322,102759.7165,Feb,0,
Ixodes pacificus,-122.99986,39.13605,-122.99986+39.13605,-259041.6921,128558.27,Feb,0,
Ixodes pacificus,-123.00844,39.06881,-123.00844+39.06881,-260019.4351,121112.4117,Feb,0,
Ixodes pacificus,-123.0086,38.5412,-123.0086+38.5412,-261893.9401,62497.73711,Feb,0,
Ixodes pacificus,-123.0086,38.5412,-123.0086+38.5412,-261893.9401,62497.73711,Feb,1,
Ixodes pacificus,-123.04301,40.57964,-123.04301+40.57964,-257619.9387,288969.0953,Feb,0,
Ixodes pacificus,-123.04301,40.57964,-123.04301+40.57964,-257619.9387,288969.0953,Feb,1,
Ixodes pacificus,-123.129694,40.784257,-123.129694+40.784257,-264206.1777,311913.4666,Feb,0,
Ixodes pacificus,-123.205909,40.739207,-123.205909+40.739207,-270806.8753,307129.942,Feb,0,
Ixodes pacificus,-123.636,40.276,-123.636+40.276,-309092.6899,257042.6508,Feb,0,
Ixodes pacificus,-123.636,40.276,-123.636+40.276,-309092.6899,257042.6508,Feb,1,
Ixodes pacificus,-116.986059,34.097459,-116.986059+34.097459,278052.9003,-430936.5488,Jan,0,
Ixodes pacificus,-116.986059,34.097459,-116.986059+34.097459,278052.9003,-430936.5488,Jan,1,
Ixodes pacificus,-117.04645,34.103076,-117.04645+34.103076,272463.9282,-430489.0712,Jan,0,
Ixodes pacificus,-117.06849,34.87718,-117.06849+34.87718,267775.4963,-344684.4478,Jan,0,
Ixodes pacificus,-117.2723,33.5498,-117.2723+33.5498,253400.5019,-492446.351,Jan,0,
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283,Jan,0,
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283,Jan,1,
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283,Jan,1,
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283,Jan,1,
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283,Jan,1,
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283,Jan,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,0,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Jan,1,
Ixodes pacificus,-117.3039,33.364,-117.3039+33.364,251051.3259,-513118.1545,Jan,0,
Ixodes pacificus,-117.46526,34.22377,-117.46526+34.22377,233481.0401,-418222.0931,Jan,0,
Ixodes pacificus,-117.5527,33.5656,-117.5527+33.5656,227312.6579,-491406.1953,Jan,0,
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785,Jan,0,
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785,Jan,1,
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785,Jan,1,
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785,Jan,1,
Ixodes pacificus,-117.8196,33.5645,-117.8196+33.5645,202529.744,-492133.1455,Jan,0,
Ixodes pacificus,-118.33333,33.31666,-118.33333+33.31666,155300.0337,-520569.8624,Jan,0,
Ixodes pacificus,-118.61555,35.54805,-118.61555+35.54805,125389.447,-273409.655,Jan,0,
Ixodes pacificus,-118.61555,35.54805,-118.61555+35.54805,125389.447,-273409.655,Jan,1,
Ixodes pacificus,-118.6651,34.1965,-118.6651+34.1965,123014.6014,-423502.8836,Jan,0,
Ixodes pacificus,-118.6651,34.1965,-118.6651+34.1965,123014.6014,-423502.8836,Jan,1,
Ixodes pacificus,-118.78777,36.54555,-118.78777+36.54555,108375.4847,-162800.4522,Jan,0,
Ixodes pacificus,-118.78777,36.54555,-118.78777+36.54555,108375.4847,-162800.4522,Jan,1,
Ixodes pacificus,-118.7987,34.13611,-118.7987+34.13611,110788.7053,-430366.8302,Jan,0,
