Month,background,longitude,latitude
November,background,2238.441205,-253139.9187
November,background,213235.2072,-253218.5955
November,background,106328.9491,-255002.9211
November,background,129508.9441,-255153.7218
November,background,189330.413,-256993.4859
November,background,71451.64802,-258339.5654
November,background,111479.5564,-258041.5502
November,background,184672.9278,-258947.4319
November,background,89484.13953,-259582.4151
November,background,-55557.08474,-259659.2256
November,background,90346.43025,-260778.8332
November,background,198921.2731,-261730.3519
November,background,358765.9038,-261997.4008
November,background,256450.5393,-262737.4124
November,background,-32729.98799,-262327.0453
November,background,294662.7633,-263298.2975
November,background,-37128.17111,-264538.1105
November,background,383903.4768,-265529.3705
November,background,403073.9587,-266788.513
November,background,-12770.44312,-267305.3006
November,background,299854.3363,-271189.2204
November,background,379188.6146,-271362.4791
November,background,94792.39528,-272175.4617
November,background,275755.8867,-273028.3037
November,background,398430.4461,-273260.799
November,background,-34635.18145,-273079.0741
November,background,190267.9569,-274466.6626
November,background,248586.5205,-274814.6721
November,background,157500.5763,-275693.1127
November,background,339784.1741,-276313.2449
November,background,122452.4126,-276338.7919
November,background,286139.6428,-277708.7732
November,background,29846.57131,-278081.4078
November,background,-82009.8553,-277961.0454
November,background,9913.929612,-278382.7234
November,background,290469.3693,-278288.7653
November,background,167011.4344,-279546.7843
November,background,275675.1279,-279733.3208
November,background,315675.2374,-279831.5545
November,background,438291.3838,-280288.8034
November,background,168049.881,-281832.9903
November,background,-26560.12587,-283041.0653
November,background,1242.92837,-283752.9436
November,background,-74119.54221,-284230.1677
November,background,197535.5313,-283932.133
November,background,306051.6905,-284742.6288
November,background,3153.908866,-284715.2053
November,background,161132.3794,-284989.9849
November,background,278095.6951,-285030.2705
November,background,-43937.03235,-287144.8658
November,background,-21312.91769,-287877.3319
November,background,16560.52023,-288320.0204
November,background,402838.9356,-288937.0088
November,background,364863.985,-288740.1694
November,background,152720.4897,-289128.7425
November,background,266621.5781,-290942.6964
November,background,-4232.97297,-291124.994
November,background,203795.4231,-292382.9155
November,background,427009.7133,-294701.1579
November,background,140249.8492,-295705.8907
November,background,120278.3798,-295554.4378
November,background,222236.779,-296084.1203
November,background,76141.99472,-296023.6109
November,background,278100.2674,-297140.3992
November,background,94200.79835,-298262.1602
November,background,281453.0719,-298994.7296
November,background,406599.5388,-299430.1464
November,background,-43296.93428,-299897.1222
November,background,446395.7823,-300070.6478
November,background,81747.08298,-300596.5443
November,background,356776.5392,-300741.4202
November,background,118880.8095,-300714.3857
November,background,60300.64936,-301269.6744
November,background,120110.4417,-303346.989
November,background,138755.3749,-303137.1356
November,background,395733.5065,-303114.1071
November,background,-22473.02374,-303786.127
November,background,308870.9919,-303787.2089
November,background,259107.6929,-304877.5638
November,background,-31584.54833,-306457.3547
November,background,-9499.141373,-306079.1444
November,background,448061.08,-306268.7876
November,background,171452.6859,-306981.6242
November,background,438131.3751,-307361.5443
November,background,99539.18578,-307442.5599
November,background,338752.3629,-307429.2792
November,background,123127.8718,-307960.7785
November,background,46006.19176,-308113.1105
November,background,438653.976,-307939.0861
November,background,182354.0158,-308805.6933
November,background,375577.2736,-309527.5487
November,background,45710.204,-309906.2943
November,background,195836.1693,-309995.267
November,background,41908.21878,-310402.9577
November,background,438143.4062,-311092.7434
November,background,228995.7976,-311549.652
November,background,368894.1417,-311567.3176
November,background,46188.90102,-312394.9559
November,background,119517.6102,-313167.2502
November,background,314710.8242,-312863.1202
November,background,-11813.27187,-312847.3128
November,background,215438.9833,-313390.5853
November,background,88939.39685,-313985.1687
November,background,444132.811,-314438.0834
November,background,460085.2347,-314166.746
November,background,441539.5309,-315184.0394
November,background,151999.3981,-315875.8184
November,background,384662.6074,-316438.8516
November,background,114902.3833,-317741.4619
November,background,354276.1091,-317529.1271
November,background,82262.53839,-318600.0677
November,background,-25246.60734,-318522.5865
November,background,29547.6543,-321199.1134
November,background,437911.1993,-323591.976
November,background,342988.1601,-323925.0008
November,background,304218.7459,-324837.349
November,background,105143.7214,-324748.6478
November,background,18633.60745,-325489.145
November,background,129073.9775,-325283.9607
November,background,174110.6837,-327019.7396
November,background,254962.281,-326735.795
November,background,17127.25807,-327065.5285
November,background,61327.5144,-328860.2047
November,background,127710.5189,-329721.2311
November,background,335880.3796,-330440.4265
November,background,396041.4262,-330633.8961
November,background,216149.7269,-331417.133
November,background,48488.0567,-331325.3065
November,background,-6326.562814,-331271.0634
November,background,201377.7192,-331318.2663
November,background,204850.4847,-332219.454
November,background,271919.0741,-332619.4802
November,background,313683.7333,-332889.4975
November,background,232466.7253,-335319.4849
November,background,54996.24996,-335711.3095
November,background,441967.0315,-335764.4321
November,background,-34275.71387,-335942.3677
November,background,376227.6578,-336309.4197
November,background,419953.793,-336880.9464
November,background,127790.5943,-336750.4788
November,background,-35377.88213,-338531.098
November,background,241380.7599,-338142.6595
November,background,435462.896,-338161.7753
November,background,279701.8647,-338349.0965
November,background,404589.6584,-339986.077
November,background,-20966.38798,-340074.5008
November,background,200657.8255,-340304.9268
November,background,460886.6241,-340101.0368
November,background,-16969.32684,-340879.5233
November,background,160760.5314,-341320.9613
November,background,205982.1656,-341814.4633
November,background,38921.65965,-342495.3945
November,background,24484.26333,-342745.7812
November,background,146325.7145,-342843.3344
November,background,255368.6182,-343769.741
November,background,394739.8093,-344151.0409
November,background,105089.6877,-344585.6877
November,background,382938.9009,-346308.7839
November,background,230400.3708,-347030.5945
November,background,391146.4444,-348234.0112
November,background,159309.4735,-348290.006
November,background,423856.6043,-349394.3244
November,background,335661.7966,-349725.8181
November,background,394180.2936,-350464.0794
November,background,359162.392,-350818.8377
November,background,116913.9501,-351587.8041
November,background,234566.2683,-351685.2541
November,background,207190.6377,-352224.9079
November,background,11651.28028,-352761.6834
November,background,150497.653,-353315.5316
November,background,333554.0875,-353888.7176
November,background,373604.6385,-354832.7217
November,background,262263.3093,-355311.5953
November,background,415240.6985,-355390.5576
November,background,291607.2067,-355941.7261
November,background,196431.8557,-355972.8742
November,background,364250.0809,-356342.1012
November,background,404619.4603,-356894.3656
November,background,249401.0322,-357633.3074
November,background,41058.84956,-357360.0613
November,background,346036.8905,-357694.348
November,background,175982.6164,-357497.2715
November,background,-29061.64795,-360151.0312
November,background,309371.3264,-359951.6137
November,background,105847.0932,-360967.1192
November,background,277983.1855,-360818.8377
November,background,-45779.89978,-362280.4102
November,background,-34533.06376,-362255.2052
November,background,208113.1272,-362897.2237
November,background,487175.3664,-365482.7175
November,background,-38897.65049,-366434.2754
November,background,1791.240754,-366638.1514
November,background,366097.512,-366918.0779
November,background,300217.2749,-366905.2206
November,background,366348.8167,-366636.4587
November,background,490993.1007,-367245.2805
November,background,505717.1036,-368430.9635
November,background,170006.2095,-370781.8012
November,background,228596.8009,-370574.834
November,background,276035.2239,-370871.3533
November,background,75424.86073,-370957.124
November,background,479960.8665,-371780.9478
November,background,200976.9099,-372274.5175
November,background,274670.1104,-372673.7127
November,background,104509.2833,-373071.1322
November,background,282910.82,-373444.3386
November,background,405260.7328,-373381.1389
November,background,384921.4748,-373869.6916
November,background,208786.4764,-374488.7702
November,background,387440.0186,-374476.5882
November,background,222085.6188,-374864.4884
November,background,3044.859024,-374689.9341
November,background,410151.7262,-375982.3492
November,background,439131.2364,-376357.206
November,background,485878.456,-376860.5226
November,background,45918.00363,-377928.6278
November,background,303051.131,-378652.7677
November,background,227042.0119,-379204.8829
November,background,489585.5534,-379039.7705
November,background,290858.6088,-379897.9343
November,background,-23146.43084,-379793.7691
November,background,107249.7037,-379955.5025
November,background,328484.3414,-380905.3858
November,background,103370.5295,-382707.9943
November,background,204058.1812,-382404.1737
November,background,414417.3904,-383073.7394
November,background,382365.3555,-383473.9914
November,background,290683.7601,-383508.1555
November,background,78552.57343,-384250.1888
November,background,74714.18981,-385199.425
November,background,523831.1212,-387273.9553
November,background,456436.434,-387539.0857
November,background,207985.8756,-387297.6015
November,background,146805.0583,-387876.4721
November,background,51713.97371,-387744.2
November,background,91353.85176,-387802.4302
November,background,122780.2006,-388159.2392
November,background,213613.4432,-388898.365
November,background,-38782.68638,-389029.6342
November,background,31727.6549,-389081.6813
November,background,167081.7549,-389736.9136
November,background,458161.2344,-389525.6009
November,background,170235.6397,-389819.7785
November,background,414416.4349,-389931.0269
November,background,169024.3427,-390524.8306
November,background,161233.5743,-390913.8844
November,background,116198.4183,-393650.202
November,background,438429.0597,-394275.1569
November,background,368188.2232,-394238.5791
November,background,114889.7075,-394539.9955
November,background,151948.7805,-395170.2767
November,background,261559.8724,-395792.748
November,background,517398.0169,-397079.4827
November,background,58672.29105,-397668.2265
November,background,406558.1389,-398731.5091
November,background,122456.1041,-399041.9027
November,background,357402.1194,-399883.6172
November,background,194267.4505,-400188.879
November,background,389497.3941,-401578.2669
November,background,133273.3404,-403226.2133
November,background,342180.3421,-404278.1867
November,background,252887.7266,-404005.7386
November,background,321071.3492,-406670.0092
November,background,62087.57713,-407037.4593
November,background,418263.7595,-407581.2026
November,background,390200.4785,-409131.0438
November,background,459012.1003,-409975.7171
November,background,83543.44735,-411094.7934
November,background,189445.1814,-411220.937
November,background,93852.05893,-411639.8981
November,background,169425.2774,-412376.3777
November,background,67374.95009,-413097.0816
November,background,219690.8925,-413778.9
November,background,109590.5336,-414608.5174
November,background,329327.8733,-415681.851
November,background,401811.4425,-416769.6289
November,background,385189.5717,-416476.4203
November,background,361770.0151,-417999.5674
November,background,305543.02,-418629.2871
November,background,262153.5251,-419197.0943
November,background,202101.5138,-419290.3632
November,background,267337.9932,-420020.3407
November,background,249298.0401,-420449.6942
November,background,364481.7945,-420715.0578
November,background,282358.3308,-421525.1041
November,background,93580.39311,-421497.2125
November,background,316991.2978,-422932.3323
November,background,390467.6074,-424905.9542
November,background,366394.9083,-427148.6393
November,background,258566.8891,-428360.2649
November,background,148780.2928,-427995.3379
November,background,132657.7364,-428699.1228
November,background,436831.47,-428655.234
November,background,99307.99957,-429202.8289
November,background,393523.3129,-429074.1465
November,background,299836.5986,-429394.4431
November,background,451988.3515,-430492.4916
November,background,121584.1303,-431290.665
November,background,307217.4986,-433055.6861
November,background,210122.5831,-433232.4984
November,background,448574.0329,-433830.6102
November,background,167001.4825,-434878.2718
November,background,139013.2603,-435949.2404
November,background,199266.3879,-435962.76
November,background,351554.3569,-438745.6967
November,background,377471.4076,-438985.1469
November,background,168105.7723,-438962.5844
November,background,434520.5943,-439562.7376
November,background,380254.7923,-439750.9159
November,background,315526.5287,-440358.7421
November,background,284198.7524,-440653.6639
November,background,408669.5863,-442609.1259
November,background,352241.5147,-443901.7765
November,background,222528.6778,-444224.197
November,background,355416.3026,-444276.4076
November,background,331412.5856,-444264.0881
November,background,429033.5231,-445499.6827
November,background,393813.3776,-445739.363
November,background,295093.9699,-446330.913
November,background,154021.79,-446820.7153
November,background,167411.2289,-446909.8497
November,background,325663.6362,-447882.1018
November,background,467205.0119,-448338.7901
November,background,262714.2984,-448446.8431
November,background,208686.63,-449768.2722
November,background,254688.4348,-450314.1816
November,background,148411.2023,-450117.6171
November,background,322883.4032,-452011.4345
November,background,163468.2466,-452439.0827
November,background,177870.5984,-455572.4616
November,background,220319.7512,-455900.2196
November,background,490124.1054,-455873.5036
November,background,205731.2578,-456324.9074
November,background,313101.4015,-457755.0687
November,background,388803.64,-458611.1435
November,background,441502.5789,-459500.2602
November,background,304409.8005,-459140.0225
November,background,243565.7404,-459480.8433
November,background,399782.1378,-459798.6589
November,background,337034.7791,-460347.6263
November,background,265695.0817,-460818.7398
November,background,231674.5594,-461062.8265
November,background,371794.403,-462567.7778
November,background,328394.2805,-462606.7437
November,background,502075.7537,-463083.586
November,background,473072.3991,-465798.3005
November,background,465764.0225,-465987.138
November,background,327527.5133,-467685.7733
November,background,273615.7369,-467807.9776
November,background,242329.3633,-468141.2617
November,background,321421.8408,-470827.9763
November,background,267883.8496,-472248.7883
November,background,335825.8367,-474528.2875
November,background,280754.3213,-475039.5542
November,background,334618.9685,-476521.1795
November,background,422740.3958,-477975.6178
November,background,381138.7402,-479836.4422
November,background,287263.509,-481576.1726
November,background,204446.6383,-482880.0653
November,background,376110.8559,-483198.097
November,background,489175.5402,-483293.3778
November,background,277488.746,-483870.7159
November,background,365568.6745,-486317.8579
November,background,304949.1756,-493011.3291
November,background,239695.6371,-493472.5599
November,background,330915.0614,-495547.7849
November,background,367607.8416,-497038.6742
November,background,349309.9656,-498522.199
November,background,272975.776,-501015.5156
November,background,453062.9947,-502022.5002
November,background,348296.1665,-504147.6758
November,background,223792.0617,-505491.361
November,background,425555.501,-505586.7714
November,background,303310.8049,-507097.9259
November,background,282131.3377,-509805.8133
November,background,448231.3167,-509838.1478
November,background,143180.57,-510743.9021
November,background,299767.8252,-512318.0003
November,background,382376.6813,-512606.198
November,background,294383.6563,-513524.2171
November,background,359659.1949,-515217.0749
November,background,423932.4978,-516394.5572
November,background,314880.0488,-517467.1702
November,background,301983.0938,-518311.2529
November,background,347033.551,-519998.2753
November,background,365313.4887,-521752.676
November,background,412354.5842,-522192.7969
November,background,393985.308,-522068.1367
November,background,310765.9185,-524696.7764
November,background,386664.1812,-527035.9451
November,background,349836.8063,-527183.9288
November,background,292501.2365,-527956.4592
November,background,359895.0179,-529554.1501
November,background,379713.011,-529726.2012
November,background,429202.7536,-529684.8859
November,background,465116.6685,-531582.0075
November,background,482865.3963,-533822.3756
November,background,343162.4961,-533983.3182
November,background,396925.6605,-534386.8782
November,background,355416.6046,-535103.925
November,background,290100.3421,-535565.4112
November,background,257221.1901,-537617.5926
November,background,438982.9281,-538615.0436
November,background,413423.7165,-539417.4318
November,background,383562.6355,-540940.6279
November,background,462489.5657,-543720.1699
November,background,262083.5488,-543740.3032
November,background,288221.6703,-545298.3998
November,background,284900.4797,-548022.0557
November,background,292778.4671,-548589.2069
November,background,479914.1076,-550336.9313
November,background,313590.752,-558719.7723
November,background,308364.372,-559113.6104
November,background,331418.7214,-560138.2119
November,background,366529.3496,-560077.5816
November,background,314675.8146,-559991.8302
November,background,497285.9219,-562792.6649
November,background,512524.5689,-563180.9867
November,background,272567.9193,-563270.1188
November,background,344277.3227,-564325.3381
November,background,343917.4893,-566220.1654
November,background,486095.1626,-566861.8134
November,background,380142.7733,-566683.4865
November,background,512481.0152,-567274.9922
November,background,277593.9245,-568230.4786
November,background,386481.5821,-569566.4695
November,background,393809.131,-571116.3608
November,background,362871.5515,-572303.2477
November,background,321948.2945,-575788.27
November,background,350646.7929,-578762.6191
November,background,338568.2373,-578999.5482
November,background,353552.508,-579810.8897
November,background,357045.1135,-583657.0832
November,background,365582.6704,-584022.5085
November,background,317040.3648,-592576.946
November,background,314083.5458,-592932.6325
November,background,276210.0742,-602686.4431
May,background,-336574.882,448558.2167
May,background,-305567.9373,444974.9663
May,background,-249288.0659,443149.5926
May,background,-126440.6094,442776.2222
May,background,-80608.24818,441989.1301
May,background,-53071.07237,441230.9208
May,background,-128631.3725,440425.7401
May,background,-344398.9806,439508.7053
May,background,-235390.0446,439766.2741
May,background,-156269.1525,438501.703
May,background,-7606.34484,437695.7473
May,background,-204469.2625,437395.162
May,background,-248974.9522,434295.0267
May,background,-137880.6834,434389.0629
May,background,-70219.98692,434382.6737
May,background,-221416.022,432377.972
May,background,-349699.2999,431902.9346
May,background,-337218.2301,432030.9837
May,background,-158392.2606,431483.1996
May,background,-80129.0227,431453.0821
May,background,-100237.1398,430382.8407
May,background,-10777.80326,426913.0216
May,background,-123976.2654,426644.9763
May,background,-66311.17332,425588.7237
May,background,-204277.2955,424843.9953
May,background,-277935.3426,424977.9518
May,background,-15758.83406,424440.934
May,background,-185815.8251,421749.174
May,background,-275895.3032,422127.1474
May,background,-164145.7941,421324.4247
May,background,-143566.1789,420201.4283
May,background,-221223.3095,418817.3975
May,background,-176600.901,417132.9196
May,background,-207726.7443,416129.2963
May,background,-71365.83407,415658.7688
May,background,-108812.9244,415323.828
May,background,-280935.5043,414597.9531
May,background,-248830.7007,414633.5147
May,background,-79123.01846,412646.6411
May,background,-88690.72672,412539.8165
May,background,-114848.8322,411433.0799
May,background,-179034.7783,410961.0438
May,background,-275624.7613,410428.6649
May,background,-245194.4552,407586.0023
May,background,-288436.6185,405933.7879
May,background,-143056.7586,405177.6251
May,background,-92584.34603,405300.7327
May,background,-21578.63793,403946.1911
May,background,-163011.4552,403092.2834
May,background,-226682.7052,400536.9792
May,background,-287123.4138,398501.91
May,background,-125015.1686,398248.8522
May,background,-225936.5252,398163.5831
May,background,-218364.9474,397736.3608
May,background,-170276.3199,397027.0017
May,background,-224967.508,396104.4061
May,background,-31707.66806,395577.6426
May,background,-159656.6677,395281.2096
May,background,-129142.3047,395278.1886
May,background,-184762.3658,394820.0902
May,background,-77300.32688,393854.9358
May,background,-199431.157,393643.8287
May,background,-182960.9822,391821.0272
May,background,-121816.3797,391152.5747
May,background,-197013.0927,390655.2643
May,background,-50143.06036,388659.0457
May,background,-35369.27959,389050.9616
May,background,-242604.6125,387311.1315
May,background,-94040.83337,387495.6799
May,background,-153254.0928,385971.7836
May,background,-58169.96102,385689.0652
May,background,-325803.7938,382279.3442
May,background,-264379.8665,381801.0368
May,background,-339847.1372,381217.574
May,background,-179425.5611,379664.2686
May,background,-77283.09948,379300.0821
May,background,-166176.1223,375100.3316
May,background,-291524.9355,373606.4401
May,background,-257686.3506,370238.7801
May,background,-302158.6203,366555.7265
May,background,-140406.7693,366406.4318
May,background,-193060.2894,365931.918
May,background,-230491.4477,365791.9006
May,background,-264567.9703,362922.8881
May,background,-52973.13338,361756.1395
May,background,-256645.2578,360972.8872
May,background,-136938.4253,360351.5858
May,background,-101018.5461,359042.7501
May,background,-217616.1494,356799.1381
May,background,-271149.019,355458.6396
May,background,-211485.1592,354667.3229
May,background,-214055.2406,353904.0468
May,background,-36996.83269,353446.4257
May,background,-341096.6315,350515.68
May,background,-254759.1254,349966.4222
May,background,-243933.8311,349966.0603
May,background,-137348.739,348865.2581
May,background,-259707.0876,347866.4768
May,background,-119669.1472,344586.7979
May,background,-247033.1932,342077.8075
May,background,-29711.3626,341366.0601
May,background,-98367.39716,340652.7597
May,background,-190200.8127,338220.6088
May,background,-50464.96532,334935.758
May,background,-207162.2771,334851.423
May,background,-71762.89026,333381.6639
May,background,-136439.8954,333649.5313
May,background,-103302.2816,332580.9074
May,background,-106979.6037,332806.6765
May,background,-227718.3849,331732.8126
May,background,-267937.8426,331253.941
May,background,-287537.0136,331309.6315
May,background,-109027.0755,331246.797
May,background,-309497.8753,330847.8528
May,background,-136174.7134,328774.3801
May,background,-149514.0084,326665.7883
May,background,-239690.8259,325773.8367
May,background,-275270.9048,325855.4701
May,background,-215845.3097,325639.3885
May,background,-189755.016,324993.3515
May,background,-46340.2346,323921.7843
May,background,-21596.84728,322952.8
May,background,-331216.9112,322677.6127
May,background,-87088.37271,322169.9828
May,background,-150397.3256,321602.0661
May,background,-254395.5435,320950.6045
May,background,-324294.3587,321004.1048
May,background,-163419.7444,318346.7967
May,background,-108784.3537,318218.2203
May,background,-19251.03304,318167.7159
May,background,-26655.31983,317473.2216
May,background,-138600.6979,316135.5824
May,background,-68040.38918,315632.3515
May,background,-154208.234,315433.2536
May,background,-297983.9109,314334.16
May,background,-254259.4467,314210.1581
May,background,-54545.25713,314343.4136
May,background,-256177.5005,313935.7933
May,background,-181427.1198,312780.6751
May,background,-272050.6915,312447.8767
May,background,-25600.1112,312282.2298
May,background,-18317.03959,311065.7843
May,background,-279977.8005,310259.6058
May,background,-272089.4997,309443.2152
May,background,-296308.5178,308998.6956
May,background,-251925.8457,308084.1554
May,background,-41688.18357,307858.8021
May,background,-76403.2793,303791.8257
May,background,-7033.854578,302499.9152
May,background,-208955.1771,302238.864
May,background,-272990.2438,300412.9418
May,background,-100106.2543,300127.3688
May,background,-226595.891,299770.8289
May,background,-183874.0931,294891.6227
May,background,-130441.7947,292390.391
May,background,-232242.7973,291630.0997
May,background,-220132.9959,290246.1904
May,background,-299661.6366,289066.1193
May,background,-307121.6962,288649.4603
May,background,-86349.07553,287926.7748
May,background,-255462.3258,286831.6968
May,background,-305524.0018,285791.2914
May,background,-237192.6152,284767.3477
May,background,-52564.72132,284414.4928
May,background,-280945.998,284167.9786
May,background,-370642.7652,281608.751
May,background,-270979.7426,279786.5087
May,background,-88951.75424,278760.0455
May,background,-111314.9938,279094.8662
May,background,-229648.5911,276864.0647
May,background,-145757.4408,274882.4942
May,background,-7842.490246,273522.2956
May,background,-104470.4259,272429.9524
May,background,-294246.6284,270671.6828
May,background,-191802.2176,270702.2863
May,background,-138681.9608,269007.6622
May,background,-79803.12008,268805.0247
May,background,-29695.22257,267837.0257
May,background,-199961.5955,266974.4149
May,background,-74828.63369,266975.1476
May,background,-272636.5965,266139.1611
May,background,-325296.8514,266151.407
May,background,-90824.41089,263163.7631
May,background,-136815.1867,262675.114
May,background,-350133.1563,261320.7452
May,background,-219043.7702,260354.5258
May,background,-168460.7213,258558.0522
May,background,-309229.2206,258062.3909
May,background,-356609.291,257449.7954
May,background,-352849.8907,255865.1522
May,background,-131784.9417,255110.9408
May,background,-251993.7071,253915.3636
May,background,-335620.3966,253921.5844
May,background,-355046.3917,253456.7643
May,background,-89414.59605,252794.692
May,background,-183872.6809,253077.6768
May,background,-74891.27268,252991.0358
May,background,-206446.8407,252360.1373
May,background,-216592.6064,251589.831
May,background,-164455.11,251122.7521
May,background,-239466.2404,250088.6102
May,background,-207935.9488,248643.5011
May,background,-87224.7336,248493.0194
May,background,-23338.25518,247874.4375
May,background,-325068.6709,247568.3493
May,background,-249612.8758,247768.3723
May,background,-291863.9328,247856.8752
May,background,-291002.1847,246691.1731
May,background,-179014.4537,246553.1337
May,background,-332598.6827,245548.878
May,background,-267896.8284,240163.2491
May,background,-328965.92,239928.3902
May,background,-105856.1101,240237.0943
May,background,-39709.04443,237885.5072
May,background,-199614.7686,238262.4616
May,background,-184047.9164,236802.7691
May,background,-229843.8964,236042.3735
May,background,-26001.97139,235301.9726
May,background,-130409.5581,235058.642
May,background,-252519.5363,232924.3226
May,background,-278819.2072,230180.1569
May,background,-327604.6998,229526.3743
May,background,-183302.8953,226968.8831
May,background,-270428.1716,226512.5844
May,background,-182196.0622,226518.7646
May,background,-315932.6364,224060.1988
May,background,-31587.22412,224038.1828
May,background,-255429.484,223002.1765
May,background,-178281.7844,221681.1762
May,background,-111412.3887,221580.0584
May,background,-326220.008,220825.5515
May,background,-326143.6662,220857.0974
May,background,-186998.0508,216562.3646
May,background,-134957.9292,216530.0105
May,background,-32286.54944,215733.5467
May,background,-217996.9039,215319.4524
May,background,-236938.2008,215168.9003
May,background,-183455.6054,209794.0891
May,background,-56949.76462,209456.8352
May,background,-308943.8576,208516.7609
May,background,-157095.4873,207899.6413
May,background,-44538.89775,207424.346
May,background,-31064.74553,206928.9526
May,background,-187168.4365,204526.6273
May,background,-138101.9253,204111.1759
May,background,-307382.4628,201809.0618
May,background,-48231.4532,201044.9374
May,background,-50375.77284,201061.4639
May,background,-9741.557192,198507.6151
May,background,-46256.01253,198832.1724
May,background,-155125.0301,195577.9111
May,background,-3166.828415,194451.5688
May,background,-42572.6255,194388.75
May,background,-114263.936,194418.9585
May,background,-260868.3585,194402.9014
May,background,-68775.6193,194526.6612
May,background,-296949.9508,193752.9754
May,background,-13039.52016,192998.9443
May,background,-193903.7499,192869.3034
May,background,-72686.71523,192319.9438
May,background,-99196.66106,190024.88
May,background,-195977.6643,186147.701
May,background,-58935.99629,186057.5005
May,background,-257321.3147,185996.6272
May,background,-50385.40594,185765.1328
May,background,-167914.4694,183490.5431
May,background,-282863.7938,183328.7918
May,background,-322451.3884,183079.5453
May,background,-8477.432134,182035.5229
May,background,-174002.5426,181402.3671
May,background,-271055.3235,178513.1577
May,background,-67993.24157,178638.9485
May,background,-285232.7156,177836.2307
May,background,-45261.09303,177193.7585
May,background,-267790.2841,174535.0658
May,background,-63768.62827,173618.4341
May,background,-280170.954,172737.2079
May,background,-172876.3177,169334.8096
May,background,-275835.6594,167239.2999
May,background,-139336.6465,166537.7878
May,background,-235743.7464,163114.4885
May,background,-190220.38,161959.9581
May,background,-201970.8522,161153.6119
May,background,-10690.56973,160693.4855
May,background,-243251.707,160770.6219
May,background,-318425.8936,161038.5682
May,background,-203721.0255,159437.4321
May,background,-54750.83115,158944.5489
May,background,-288540.8388,156363.3198
May,background,-148188.6247,155422.2335
May,background,-153078.2094,155226.9467
May,background,-100263.4073,152949.939
May,background,-194875.2701,152156.8308
May,background,-179104.1156,151525.6171
May,background,-180776.6022,150862.7502
May,background,-16660.78625,148757.8568
May,background,-196846.8357,146096.2419
May,background,-139557.0346,144881.3049
May,background,-149642.7872,142067.2822
May,background,-132687.8384,141789.5351
May,background,-174452.3645,140581.5856
May,background,-186889.1722,140715.6602
May,background,-149748.3141,139472.9895
May,background,-232585.3666,136436.7667
May,background,-272600.6765,135471.2361
May,background,-72415.47575,133557.9264
May,background,-250919.4706,132571.8266
May,background,-285933.2181,128773.148
May,background,-313028.4649,128651.3961
May,background,-312569.0248,127052.2806
May,background,-102395.4468,127196.0383
May,background,-253366.9907,124812.133
May,background,-228820.8596,124517.0306
May,background,-25648.19828,122962.765
May,background,-38790.89694,121836.3441
May,background,-104708.8692,121886.0916
May,background,-265756.3021,121652.0931
May,background,-51877.51618,120549.5301
May,background,-224873.7027,119914.5911
May,background,-175210.5186,118883.9221
May,background,-104105.0326,117195.5508
May,background,-276147.3675,116728.5897
May,background,-177428.6816,114855.959
May,background,-282720.6508,114296.612
May,background,-112273.669,114286.2935
May,background,-240713.807,114286.4126
May,background,-184389.4524,112770.2073
May,background,-820.4616901,111454.8055
May,background,-22444.01667,110748.3516
May,background,-204665.0666,110063.4146
May,background,-9681.157223,109760.4613
May,background,-303636.3369,108534.5973
May,background,-182016.8421,108650.6377
May,background,-156693.1026,108104.8846
May,background,-279860.5595,107466.9948
May,background,-182316.6907,106976.1181
May,background,-308382.8617,103992.2726
May,background,-77373.12303,103581.0945
May,background,-223390.0515,103742.3981
May,background,-123993.8468,102994.1242
May,background,-39118.54349,102300.0907
May,background,-167641.1271,102264.3575
May,background,-88056.08018,101984.4812
May,background,-188779.6645,101713.0917
May,background,-85121.50394,98251.59786
May,background,-5726.894955,98229.93244
May,background,-188809.0553,96586.3785
May,background,-233513.0773,95904.96876
May,background,-64907.00728,95549.98241
May,background,10382.96292,94524.64211
May,background,-256723.9806,93877.72147
May,background,-230530.9595,93826.42583
May,background,-228197.9459,92008.33957
May,background,-102170.0333,91607.23842
May,background,-307051.5599,91121.14556
May,background,-27026.28705,89887.5939
May,background,-242691.9097,87918.20329
May,background,-5364.273035,87877.18776
May,background,9649.781506,87450.3068
May,background,-184919.1079,86240.74922
May,background,-85350.01994,83690.22238
May,background,-199088.0515,81600.64942
May,background,-145517.915,79736.34221
May,background,-244856.4016,79758.35566
May,background,-183402.4358,79748.87126
May,background,-262998.4505,78721.11867
May,background,12536.10667,75606.19632
May,background,-12662.71784,73760.90858
May,background,-79927.29337,71403.64389
May,background,-132415.5971,70909.70235
May,background,7085.810348,70843.37733
May,background,-137961.5561,71157.66939
May,background,-182758.1284,69837.02998
May,background,-208040.9365,68426.3544
May,background,-40112.97114,65773.98323
May,background,-101603.1671,65107.37704
May,background,-207187.4803,65219.69982
May,background,45602.32223,62753.57293
May,background,25801.2139,62169.89097
May,background,-196404.9354,61489.89812
May,background,-80043.32027,60823.88041
May,background,-113974.4166,59486.03152
May,background,-226146.9628,58693.97752
May,background,-147032.674,55412.72958
May,background,-227241.9453,55006.6961
May,background,-90659.42033,54613.89048
May,background,-182006.8734,50412.90742
May,background,-37582.03818,49067.38561
May,background,-123262.7061,48756.43799
May,background,30599.47897,47710.70303
May,background,-138846.4819,46809.4348
May,background,-30464.06885,45744.09996
May,background,15997.73053,45316.57585
